bank_id,year,return_code,value,reported_date
SBIC,2015,E1,184527.27,2015-12-31
SBIC,2015,P1,80958.88,2015-12-31
SBIC,2015,P2,45224.44,2015-12-31
SBIC,2015,P3,35734.44,2015-12-31
SBIC,2015,P4,15673.84,2015-12-31
SBIC,2015,P5,25310.19,2015-12-31
SBIC,2015,P6,26098.09,2015-12-31
SBIC,2015,P7,18268.66,2015-12-31
SBIC,2015,L1,978182.81,2015-12-31
SBIC,2015,D1,1338915.5,2015-12-31
SBIC,2015,R1,10.62,2015-12-31
SBIC,2015,C1,21.41,2015-12-31
SBIC,2016,A1,1770181.81,2016-12-31
SBIC,2016,A2,1526308.74,2016-12-31
SBIC,2016,E1,243873.08,2016-12-31
SBIC,2016,P1,100487.48,2016-12-31
SBIC,2016,P2,33368.0,2016-12-31
SBIC,2016,P3,67119.48,2016-12-31
SBIC,2016,P4,31858.04,2016-12-31
SBIC,2016,P5,46310.1,2016-12-31
SBIC,2016,P6,52667.41,2016-12-31
SBIC,2016,P7,36867.19,2016-12-31
SBIC,2016,L1,1102451.87,2016-12-31
SBIC,2016,D1,1402052.96,2016-12-31
SBIC,2016,R1,11.68,2016-12-31
SBIC,2016,C1,15.97,2016-12-31
SBIC,2017,A1,2010201.94,2017-12-31
SBIC,2017,A2,1738152.44,2017-12-31
SBIC,2017,E1,272049.5,2017-12-31
SBIC,2017,P1,110876.33,2017-12-31
SBIC,2017,P2,35284.69,2017-12-31
SBIC,2017,P3,75591.64,2017-12-31
SBIC,2017,P4,34062.11,2017-12-31
SBIC,2017,P5,52310.85,2017-12-31
SBIC,2017,P6,57342.9,2017-12-31
SBIC,2017,P7,40140.03,2017-12-31
SBIC,2017,L1,1106114.66,2017-12-31
SBIC,2017,D1,1627093.67,2017-12-31
SBIC,2017,R1,8.13,2017-12-31
SBIC,2017,C1,17.75,2017-12-31
SBIC,2018,A1,2306262.92,2018-12-31
SBIC,2018,A2,2069370.86,2018-12-31
SBIC,2018,E1,236892.06,2018-12-31
SBIC,2018,P1,101261.8,2018-12-31
SBIC,2018,P2,44602.98,2018-12-31
SBIC,2018,P3,56658.82,2018-12-31
SBIC,2018,P4,23093.22,2018-12-31
SBIC,2018,P5,41583.25,2018-12-31
SBIC,2018,P6,38168.79,2018-12-31
SBIC,2018,P7,26718.15,2018-12-31
SBIC,2018,L1,1205003.04,2018-12-31
SBIC,2018,D1,1934188.92,2018-12-31
SBIC,2018,R1,10.9,2018-12-31
SBIC,2018,C1,14.92,2018-12-31
SBIC,2019,A1,2563774.3,2019-12-31
SBIC,2019,A2,2188123.12,2019-12-31
SBIC,2019,E1,375651.18,2019-12-31
SBIC,2019,P1,130680.12,2019-12-31
SBIC,2019,P2,56611.28,2019-12-31
SBIC,2019,P3,74068.84,2019-12-31
SBIC,2019,P4,29922.41,2019-12-31
SBIC,2019,P5,48878.47,2019-12-31
SBIC,2019,P6,55112.77,2019-12-31
SBIC,2019,P7,38578.94,2019-12-31
SBIC,2019,L1,1499393.58,2019-12-31
SBIC,2019,D1,2041003.77,2019-12-31
SBIC,2019,R1,10.86,2019-12-31
SBIC,2019,C1,17.73,2019-12-31
SBIC,2020,A1,2761284.82,2020-12-31
SBIC,2020,A2,2353247.65,2020-12-31
SBIC,2020,E1,408037.17,2020-12-31
SBIC,2020,P1,182783.03,2020-12-31
SBIC,2020,P2,50824.59,2020-12-31
SBIC,2020,P3,131958.44,2020-12-31
SBIC,2020,P4,58705.09,2020-12-31
SBIC,2020,P5,98946.1,2020-12-31
SBIC,2020,P6,91717.43,2020-12-31
SBIC,2020,P7,64202.2,2020-12-31
SBIC,2020,L1,1531419.68,2020-12-31
SBIC,2020,D1,2142729.2,2020-12-31
SBIC,2020,R1,12.23,2020-12-31
SBIC,2020,C1,17.28,2020-12-31
SBIC,2021,A1,2976798.88,2021-12-31
SBIC,2021,A2,2604007.27,2021-12-31
SBIC,2021,E1,372791.61,2021-12-31
SBIC,2021,P1,191977.84,2021-12-31
SBIC,2021,P2,57395.05,2021-12-31
SBIC,2021,P3,134582.79,2021-12-31
SBIC,2021,P4,48956.28,2021-12-31
SBIC,2021,P5,93103.0,2021-12-31
SBIC,2021,P6,90436.07,2021-12-31
SBIC,2021,P7,63305.25,2021-12-31
SBIC,2021,L1,2047996.82,2021-12-31
SBIC,2021,D1,2435753.63,2021-12-31
SBIC,2021,R1,14.05,2021-12-31
SBIC,2021,C1,18.73,2021-12-31
SBIC,2022,A1,3280187.68,2022-12-31
SBIC,2022,A2,2935443.62,2022-12-31
SBIC,2022,E1,344744.07,2022-12-31
SBIC,2022,P1,242396.0,2022-12-31
SBIC,2022,P2,78581.19,2022-12-31
SBIC,2022,P3,163814.8,2022-12-31
SBIC,2022,P4,63331.71,2022-12-31
SBIC,2022,P5,106683.42,2022-12-31
SBIC,2022,P6,120463.09,2022-12-31
SBIC,2022,P7,84324.17,2022-12-31
SBIC,2022,L1,2187898.84,2022-12-31
SBIC,2022,D1,2688144.32,2022-12-31
SBIC,2022,R1,10.17,2022-12-31
SBIC,2022,C1,21.64,2022-12-31
SBIC,2023,A1,3750669.06,2023-12-31
SBIC,2023,A2,3279489.42,2023-12-31
SBIC,2023,E1,471179.64,2023-12-31
SBIC,2023,P1,194245.2,2023-12-31
SBIC,2023,P2,93554.27,2023-12-31
SBIC,2023,P3,100690.93,2023-12-31
SBIC,2023,P4,37203.38,2023-12-31
SBIC,2023,P5,62867.94,2023-12-31
SBIC,2023,P6,75026.36,2023-12-31
SBIC,2023,P7,52518.45,2023-12-31
SBIC,2023,L1,2157363.22,2023-12-31
SBIC,2023,D1,3038347.75,2023-12-31
SBIC,2023,R1,17.54,2023-12-31
SBIC,2023,C1,17.03,2023-12-31
SBIC,2024,A1,4303036.65,2024-12-31
SBIC,2024,A2,3871087.1,2024-12-31
SBIC,2024,E1,431949.56,2024-12-31
SBIC,2024,P1,255444.61,2024-12-31
SBIC,2024,P2,97459.75,2024-12-31
SBIC,2024,P3,157984.85,2024-12-31
SBIC,2024,P4,65997.8,2024-12-31
SBIC,2024,P5,122119.93,2024-12-31
SBIC,2024,P6,101862.72,2024-12-31
SBIC,2024,P7,71303.91,2024-12-31
SBIC,2024,L1,2196363.91,2024-12-31
SBIC,2024,D1,3570760.93,2024-12-31
SBIC,2024,R1,17.16,2024-12-31
SBIC,2024,C1,15.31,2024-12-31
SBIC,2025,A1,4843928.82,2025-12-31
SBIC,2025,A2,4156882.23,2025-12-31
SBIC,2025,E1,687046.6,2025-12-31
SBIC,2025,P1,225577.24,2025-12-31
SBIC,2025,P2,78734.22,2025-12-31
SBIC,2025,P3,146843.02,2025-12-31
SBIC,2025,P4,59687.28,2025-12-31
SBIC,2025,P5,99644.46,2025-12-31
SBIC,2025,P6,106885.85,2025-12-31
SBIC,2025,P7,74820.09,2025-12-31
SBIC,2025,L1,2715497.2,2025-12-31
SBIC,2025,D1,3758039.54,2025-12-31
SBIC,2025,R1,17.59,2025-12-31
SBIC,2025,C1,19.82,2025-12-31
SCBK,2015,A1,1507393.68,2015-12-31
SCBK,2015,A2,1289893.87,2015-12-31
SCBK,2015,E1,217499.8,2015-12-31
SCBK,2015,P1,122525.75,2015-12-31
SCBK,2015,P2,47386.9,2015-12-31
SCBK,2015,P3,75138.85,2015-12-31
SCBK,2015,P4,29446.81,2015-12-31
SCBK,2015,P5,56880.22,2015-12-31
SCBK,2015,P6,47705.44,2015-12-31
SCBK,2015,P7,33393.81,2015-12-31
SCBK,2015,L1,1021882.68,2015-12-31
SCBK,2015,D1,1201673.7,2015-12-31
SCBK,2015,R1,13.6,2015-12-31
SCBK,2015,C1,15.03,2015-12-31
SCBK,2016,A1,1715945.98,2016-12-31
SCBK,2016,A2,1480134.97,2016-12-31
SCBK,2016,E1,235811.02,2016-12-31
SCBK,2016,P1,76671.18,2016-12-31
SCBK,2016,P2,36121.79,2016-12-31
SCBK,2016,P3,40549.39,2016-12-31
SCBK,2016,P4,13602.78,2016-12-31
SCBK,2016,P5,28803.75,2016-12-31
SCBK,2016,P6,25348.42,2016-12-31
SCBK,2016,P7,17743.89,2016-12-31
SCBK,2016,L1,879690.95,2016-12-31
SCBK,2016,D1,1391125.28,2016-12-31
SCBK,2016,R1,16.9,2016-12-31
SCBK,2016,C1,17.27,2016-12-31
SCBK,2017,A1,1838274.07,2017-12-31
SCBK,2017,A2,1635222.32,2017-12-31
SCBK,2017,E1,203051.76,2017-12-31
SCBK,2017,P1,99028.73,2017-12-31
SCBK,2017,P2,31650.38,2017-12-31
SCBK,2017,P3,67378.35,2017-12-31
SCBK,2017,P4,29475.77,2017-12-31
SCBK,2017,P5,44052.21,2017-12-31
SCBK,2017,P6,52801.91,2017-12-31
SCBK,2017,P7,36961.34,2017-12-31
SCBK,2017,L1,1062280.14,2017-12-31
SCBK,2017,D1,1516556.34,2017-12-31
SCBK,2017,R1,12.24,2017-12-31
SCBK,2017,C1,18.97,2017-12-31
SCBK,2018,A1,2016290.75,2018-12-31
SCBK,2018,A2,1757780.38,2018-12-31
SCBK,2018,E1,258510.37,2018-12-31
SCBK,2018,P1,112131.66,2018-12-31
SCBK,2018,P2,34202.72,2018-12-31
SCBK,2018,P3,77928.94,2018-12-31
SCBK,2018,P4,29005.04,2018-12-31
SCBK,2018,P5,55637.88,2018-12-31
SCBK,2018,P6,51296.09,2018-12-31
SCBK,2018,P7,35907.27,2018-12-31
SCBK,2018,L1,1063875.02,2018-12-31
SCBK,2018,D1,1607080.31,2018-12-31
SCBK,2018,R1,15.83,2018-12-31
SCBK,2018,C1,19.51,2018-12-31
SCBK,2019,A1,2187846.26,2019-12-31
SCBK,2019,A2,1908819.54,2019-12-31
SCBK,2019,E1,279026.72,2019-12-31
SCBK,2019,P1,116672.31,2019-12-31
SCBK,2019,P2,49125.04,2019-12-31
SCBK,2019,P3,67547.26,2019-12-31
SCBK,2019,P4,25607.43,2019-12-31
SCBK,2019,P5,43450.67,2019-12-31
SCBK,2019,P6,49704.02,2019-12-31
SCBK,2019,P7,34792.81,2019-12-31
SCBK,2019,L1,1343338.03,2019-12-31
SCBK,2019,D1,1802905.58,2019-12-31
SCBK,2019,R1,9.97,2019-12-31
SCBK,2019,C1,15.47,2019-12-31
SCBK,2020,A1,2404740.11,2020-12-31
SCBK,2020,A2,2140183.71,2020-12-31
SCBK,2020,E1,264556.39,2020-12-31
SCBK,2020,P1,143667.15,2020-12-31
SCBK,2020,P2,48678.6,2020-12-31
SCBK,2020,P3,94988.56,2020-12-31
SCBK,2020,P4,33019.57,2020-12-31
SCBK,2020,P5,67505.23,2020-12-31
SCBK,2020,P6,60502.9,2020-12-31
SCBK,2020,P7,42352.03,2020-12-31
SCBK,2020,L1,1254573.08,2020-12-31
SCBK,2020,D1,2006950.6,2020-12-31
SCBK,2020,R1,10.5,2020-12-31
SCBK,2020,C1,19.38,2020-12-31
SCBK,2021,A1,2743348.69,2021-12-31
SCBK,2021,A2,2375590.43,2021-12-31
SCBK,2021,E1,367758.26,2021-12-31
SCBK,2021,P1,185513.14,2021-12-31
SCBK,2021,P2,48921.41,2021-12-31
SCBK,2021,P3,136591.74,2021-12-31
SCBK,2021,P4,45210.69,2021-12-31
SCBK,2021,P5,99517.48,2021-12-31
SCBK,2021,P6,82284.95,2021-12-31
SCBK,2021,P7,57599.47,2021-12-31
SCBK,2021,L1,1599329.98,2021-12-31
SCBK,2021,D1,2163711.9,2021-12-31
SCBK,2021,R1,11.9,2021-12-31
SCBK,2021,C1,15.06,2021-12-31
SCBK,2022,A1,3120953.31,2022-12-31
SCBK,2022,A2,2752436.11,2022-12-31
SCBK,2022,E1,368517.2,2022-12-31
SCBK,2022,P1,152770.25,2022-12-31
SCBK,2022,P2,70023.17,2022-12-31
SCBK,2022,P3,82747.07,2022-12-31
SCBK,2022,P4,27124.86,2022-12-31
SCBK,2022,P5,57041.78,2022-12-31
SCBK,2022,P6,52830.15,2022-12-31
SCBK,2022,P7,36981.11,2022-12-31
SCBK,2022,L1,1828268.74,2022-12-31
SCBK,2022,D1,2590767.28,2022-12-31
SCBK,2022,R1,9.66,2022-12-31
SCBK,2022,C1,17.21,2022-12-31
SCBK,2023,A1,3313972.42,2023-12-31
SCBK,2023,A2,2819209.49,2023-12-31
SCBK,2023,E1,494762.93,2023-12-31
SCBK,2023,P1,190375.49,2023-12-31
SCBK,2023,P2,98103.06,2023-12-31
SCBK,2023,P3,92272.43,2023-12-31
SCBK,2023,P4,29390.64,2023-12-31
SCBK,2023,P5,65084.68,2023-12-31
SCBK,2023,P6,56578.38,2023-12-31
SCBK,2023,P7,39604.87,2023-12-31
SCBK,2023,L1,2254649.36,2023-12-31
SCBK,2023,D1,2633353.82,2023-12-31
SCBK,2023,R1,11.01,2023-12-31
SCBK,2023,C1,19.19,2023-12-31
SCBK,2024,A1,3551581.79,2024-12-31
SCBK,2024,A2,3125317.13,2024-12-31
SCBK,2024,E1,426264.66,2024-12-31
SCBK,2024,P1,235369.01,2024-12-31
SCBK,2024,P2,69599.96,2024-12-31
SCBK,2024,P3,165769.05,2024-12-31
SCBK,2024,P4,81873.48,2024-12-31
SCBK,2024,P5,122278.74,2024-12-31
SCBK,2024,P6,125363.79,2024-12-31
SCBK,2024,P7,87754.65,2024-12-31
SCBK,2024,L1,1991690.14,2024-12-31
SCBK,2024,D1,2931265.9,2024-12-31
SCBK,2024,R1,16.71,2024-12-31
SCBK,2024,C1,18.24,2024-12-31
SCBK,2025,A1,4047665.04,2025-12-31
SCBK,2025,A2,3616363.94,2025-12-31
SCBK,2025,E1,431301.11,2025-12-31
SCBK,2025,P1,230581.78,2025-12-31
SCBK,2025,P2,118951.76,2025-12-31
SCBK,2025,P3,111630.01,2025-12-31
SCBK,2025,P4,53740.99,2025-12-31
SCBK,2025,P5,75325.0,2025-12-31
SCBK,2025,P6,90046.0,2025-12-31
SCBK,2025,P7,63032.2,2025-12-31
SCBK,2025,L1,2632975.63,2025-12-31
SCBK,2025,D1,3414488.82,2025-12-31
SCBK,2025,R1,17.57,2025-12-31
SCBK,2025,C1,20.61,2025-12-31
DTBK,2015,A1,1281225.24,2015-12-31
DTBK,2015,A2,1144478.16,2015-12-31
DTBK,2015,E1,136747.08,2015-12-31
DTBK,2015,P1,87506.01,2015-12-31
DTBK,2015,P2,40976.12,2015-12-31
DTBK,2015,P3,46529.88,2015-12-31
DTBK,2015,P4,16046.12,2015-12-31
DTBK,2015,P5,31299.22,2015-12-31
DTBK,2015,P6,31276.78,2015-12-31
DTBK,2015,P7,21893.75,2015-12-31
DTBK,2015,L1,810795.24,2015-12-31
DTBK,2015,D1,1068226.91,2015-12-31
DTBK,2015,R1,17.72,2015-12-31
DTBK,2015,C1,15.61,2015-12-31
DTBK,2016,A1,1424158.34,2016-12-31
DTBK,2016,A2,1225644.16,2016-12-31
DTBK,2016,E1,198514.18,2016-12-31
DTBK,2016,P1,78419.57,2016-12-31
DTBK,2016,P2,39409.67,2016-12-31
DTBK,2016,P3,39009.9,2016-12-31
DTBK,2016,P4,13035.5,2016-12-31
DTBK,2016,P5,23729.74,2016-12-31
DTBK,2016,P6,28315.66,2016-12-31
DTBK,2016,P7,19820.96,2016-12-31
DTBK,2016,L1,921451.41,2016-12-31
DTBK,2016,D1,1124019.43,2016-12-31
DTBK,2016,R1,15.94,2016-12-31
DTBK,2016,C1,19.03,2016-12-31
DTBK,2017,A1,1604656.2,2017-12-31
DTBK,2017,A2,1377836.73,2017-12-31
DTBK,2017,E1,226819.48,2017-12-31
DTBK,2017,P1,92524.97,2017-12-31
DTBK,2017,P2,42364.12,2017-12-31
DTBK,2017,P3,50160.85,2017-12-31
DTBK,2017,P4,22894.32,2017-12-31
DTBK,2017,P5,39374.16,2017-12-31
DTBK,2017,P6,33681.01,2017-12-31
DTBK,2017,P7,23576.71,2017-12-31
DTBK,2017,L1,848438.84,2017-12-31
DTBK,2017,D1,1285836.05,2017-12-31
DTBK,2017,R1,12.77,2017-12-31
DTBK,2017,C1,19.99,2017-12-31
DTBK,2018,A1,1793977.68,2018-12-31
DTBK,2018,A2,1589930.66,2018-12-31
DTBK,2018,E1,204047.02,2018-12-31
DTBK,2018,P1,135023.84,2018-12-31
DTBK,2018,P2,51520.12,2018-12-31
DTBK,2018,P3,83503.73,2018-12-31
DTBK,2018,P4,37355.48,2018-12-31
DTBK,2018,P5,59230.87,2018-12-31
DTBK,2018,P6,61628.34,2018-12-31
DTBK,2018,P7,43139.84,2018-12-31
DTBK,2018,L1,1242040.8,2018-12-31
DTBK,2018,D1,1448678.64,2018-12-31
DTBK,2018,R1,14.1,2018-12-31
DTBK,2018,C1,16.89,2018-12-31
DTBK,2019,A1,1944940.2,2019-12-31
DTBK,2019,A2,1703540.27,2019-12-31
DTBK,2019,E1,241399.93,2019-12-31
DTBK,2019,P1,136613.88,2019-12-31
DTBK,2019,P2,35553.43,2019-12-31
DTBK,2019,P3,101060.46,2019-12-31
DTBK,2019,P4,50345.9,2019-12-31
DTBK,2019,P5,71702.72,2019-12-31
DTBK,2019,P6,79703.65,2019-12-31
DTBK,2019,P7,55792.55,2019-12-31
DTBK,2019,L1,1298303.89,2019-12-31
DTBK,2019,D1,1554533.23,2019-12-31
DTBK,2019,R1,12.64,2019-12-31
DTBK,2019,C1,18.28,2019-12-31
DTBK,2020,A1,2191138.78,2020-12-31
DTBK,2020,A2,1912772.01,2020-12-31
DTBK,2020,E1,278366.77,2020-12-31
DTBK,2020,P1,116336.8,2020-12-31
DTBK,2020,P2,38718.69,2020-12-31
DTBK,2020,P3,77618.11,2020-12-31
DTBK,2020,P4,36460.23,2020-12-31
DTBK,2020,P5,56139.55,2020-12-31
DTBK,2020,P6,57938.78,2020-12-31
DTBK,2020,P7,40557.15,2020-12-31
DTBK,2020,L1,1298638.16,2020-12-31
DTBK,2020,D1,1740334.36,2020-12-31
DTBK,2020,R1,17.74,2020-12-31
DTBK,2020,C1,20.43,2020-12-31
DTBK,2021,A1,2348330.78,2021-12-31
DTBK,2021,A2,2066742.75,2021-12-31
DTBK,2021,E1,281588.03,2021-12-31
DTBK,2021,P1,125815.81,2021-12-31
DTBK,2021,P2,59811.54,2021-12-31
DTBK,2021,P3,66004.27,2021-12-31
DTBK,2021,P4,25209.42,2021-12-31
DTBK,2021,P5,45893.14,2021-12-31
DTBK,2021,P6,45320.55,2021-12-31
DTBK,2021,P7,31724.38,2021-12-31
DTBK,2021,L1,1383232.39,2021-12-31
DTBK,2021,D1,1960501.27,2021-12-31
DTBK,2021,R1,16.83,2021-12-31
DTBK,2021,C1,16.09,2021-12-31
DTBK,2022,A1,2568470.29,2022-12-31
DTBK,2022,A2,2261444.39,2022-12-31
DTBK,2022,E1,307025.9,2022-12-31
DTBK,2022,P1,113349.22,2022-12-31
DTBK,2022,P2,78770.3,2022-12-31
DTBK,2022,P3,34578.92,2022-12-31
DTBK,2022,P4,15330.21,2022-12-31
DTBK,2022,P5,25028.13,2022-12-31
DTBK,2022,P6,24881.0,2022-12-31
DTBK,2022,P7,17416.7,2022-12-31
DTBK,2022,L1,1375498.19,2022-12-31
DTBK,2022,D1,2130304.51,2022-12-31
DTBK,2022,R1,12.24,2022-12-31
DTBK,2022,C1,16.58,2022-12-31
DTBK,2023,A1,2859966.42,2023-12-31
DTBK,2023,A2,2442005.77,2023-12-31
DTBK,2023,E1,417960.65,2023-12-31
DTBK,2023,P1,199315.5,2023-12-31
DTBK,2023,P2,47762.01,2023-12-31
DTBK,2023,P3,151553.5,2023-12-31
DTBK,2023,P4,75153.94,2023-12-31
DTBK,2023,P5,107522.29,2023-12-31
DTBK,2023,P6,119185.14,2023-12-31
DTBK,2023,P7,83429.6,2023-12-31
DTBK,2023,L1,1904471.71,2023-12-31
DTBK,2023,D1,2271535.68,2023-12-31
DTBK,2023,R1,13.15,2023-12-31
DTBK,2023,C1,19.23,2023-12-31
DTBK,2024,A1,3066714.34,2024-12-31
DTBK,2024,A2,2713574.15,2024-12-31
DTBK,2024,E1,353140.19,2024-12-31
DTBK,2024,P1,173531.87,2024-12-31
DTBK,2024,P2,85153.09,2024-12-31
DTBK,2024,P3,88378.78,2024-12-31
DTBK,2024,P4,28130.97,2024-12-31
DTBK,2024,P5,52510.31,2024-12-31
DTBK,2024,P6,63999.44,2024-12-31
DTBK,2024,P7,44799.61,2024-12-31
DTBK,2024,L1,1796252.68,2024-12-31
DTBK,2024,D1,2522294.21,2024-12-31
DTBK,2024,R1,16.0,2024-12-31
DTBK,2024,C1,17.37,2024-12-31
DTBK,2025,A1,3260875.84,2025-12-31
DTBK,2025,A2,2907953.88,2025-12-31
DTBK,2025,E1,352921.96,2025-12-31
DTBK,2025,P1,216836.84,2025-12-31
DTBK,2025,P2,69261.44,2025-12-31
DTBK,2025,P3,147575.4,2025-12-31
DTBK,2025,P4,72462.18,2025-12-31
DTBK,2025,P5,115338.05,2025-12-31
DTBK,2025,P6,104699.52,2025-12-31
DTBK,2025,P7,73289.66,2025-12-31
DTBK,2025,L1,1986476.72,2025-12-31
DTBK,2025,D1,2684965.87,2025-12-31
DTBK,2025,R1,8.33,2025-12-31
DTBK,2025,C1,17.84,2025-12-31
I&M,2015,A1,1249927.19,2015-12-31
I&M,2015,A2,1078740.31,2015-12-31
I&M,2015,E1,171186.89,2015-12-31
I&M,2015,P1,61819.58,2015-12-31
I&M,2015,P2,37604.6,2015-12-31
I&M,2015,P3,24214.99,2015-12-31
I&M,2015,P4,10237.14,2015-12-31
I&M,2015,P5,16705.91,2015-12-31
I&M,2015,P6,17746.22,2015-12-31
I&M,2015,P7,12422.36,2015-12-31
I&M,2015,L1,684154.22,2015-12-31
I&M,2015,D1,981846.39,2015-12-31
I&M,2015,R1,15.31,2015-12-31
I&M,2015,C1,14.95,2015-12-31
I&M,2016,A1,1381623.71,2016-12-31
I&M,2016,A2,1198551.16,2016-12-31
I&M,2016,E1,183072.55,2016-12-31
I&M,2016,P1,72550.3,2016-12-31
I&M,2016,P2,29403.1,2016-12-31
I&M,2016,P3,43147.2,2016-12-31
I&M,2016,P4,20971.82,2016-12-31
I&M,2016,P5,34365.9,2016-12-31
I&M,2016,P6,29753.12,2016-12-31
I&M,2016,P7,20827.18,2016-12-31
I&M,2016,L1,894763.44,2016-12-31
I&M,2016,D1,1132040.2,2016-12-31
I&M,2016,R1,11.57,2016-12-31
I&M,2016,C1,20.07,2016-12-31
I&M,2017,A1,1587297.95,2017-12-31
I&M,2017,A2,1427625.41,2017-12-31
I&M,2017,E1,159672.54,2017-12-31
I&M,2017,P1,77215.3,2017-12-31
I&M,2017,P2,32309.1,2017-12-31
I&M,2017,P3,44906.21,2017-12-31
I&M,2017,P4,17340.58,2017-12-31
I&M,2017,P5,33497.2,2017-12-31
I&M,2017,P6,28749.59,2017-12-31
I&M,2017,P7,20124.71,2017-12-31
I&M,2017,L1,905348.33,2017-12-31
I&M,2017,D1,1352856.35,2017-12-31
I&M,2017,R1,15.65,2017-12-31
I&M,2017,C1,19.05,2017-12-31
I&M,2018,A1,1708227.03,2018-12-31
I&M,2018,A2,1461949.3,2018-12-31
I&M,2018,E1,246277.73,2018-12-31
I&M,2018,P1,116857.36,2018-12-31
I&M,2018,P2,46752.65,2018-12-31
I&M,2018,P3,70104.71,2018-12-31
I&M,2018,P4,30790.64,2018-12-31
I&M,2018,P5,47915.8,2018-12-31
I&M,2018,P6,52979.56,2018-12-31
I&M,2018,P7,37085.69,2018-12-31
I&M,2018,L1,1066953.3,2018-12-31
I&M,2018,D1,1326270.57,2018-12-31
I&M,2018,R1,12.92,2018-12-31
I&M,2018,C1,18.77,2018-12-31
I&M,2019,A1,1845855.85,2019-12-31
I&M,2019,A2,1593330.64,2019-12-31
I&M,2019,E1,252525.22,2019-12-31
I&M,2019,P1,106965.23,2019-12-31
I&M,2019,P2,38522.85,2019-12-31
I&M,2019,P3,68442.38,2019-12-31
I&M,2019,P4,32026.51,2019-12-31
I&M,2019,P5,54602.51,2019-12-31
I&M,2019,P6,45866.38,2019-12-31
I&M,2019,P7,32106.46,2019-12-31
I&M,2019,L1,989753.78,2019-12-31
I&M,2019,D1,1469045.18,2019-12-31
I&M,2019,R1,14.6,2019-12-31
I&M,2019,C1,18.74,2019-12-31
I&M,2020,A1,1946791.98,2020-12-31
I&M,2020,A2,1691402.85,2020-12-31
I&M,2020,E1,255389.13,2020-12-31
I&M,2020,P1,100198.12,2020-12-31
I&M,2020,P2,33146.25,2020-12-31
I&M,2020,P3,67051.87,2020-12-31
I&M,2020,P4,32034.84,2020-12-31
I&M,2020,P5,52662.88,2020-12-31
I&M,2020,P6,46423.83,2020-12-31
I&M,2020,P7,32496.68,2020-12-31
I&M,2020,L1,1069408.13,2020-12-31
I&M,2020,D1,1564175.75,2020-12-31
I&M,2020,R1,17.43,2020-12-31
I&M,2020,C1,20.79,2020-12-31
I&M,2021,A1,2083916.01,2021-12-31
I&M,2021,A2,1871478.33,2021-12-31
I&M,2021,E1,212437.68,2021-12-31
I&M,2021,P1,148536.29,2021-12-31
I&M,2021,P2,54814.82,2021-12-31
I&M,2021,P3,93721.47,2021-12-31
I&M,2021,P4,33704.6,2021-12-31
I&M,2021,P5,64273.75,2021-12-31
I&M,2021,P6,63152.32,2021-12-31
I&M,2021,P7,44206.63,2021-12-31
I&M,2021,L1,1275455.61,2021-12-31
I&M,2021,D1,1733522.93,2021-12-31
I&M,2021,R1,10.47,2021-12-31
I&M,2021,C1,19.34,2021-12-31
I&M,2022,A1,2245531.67,2022-12-31
I&M,2022,A2,1913777.33,2022-12-31
I&M,2022,E1,331754.34,2022-12-31
I&M,2022,P1,124755.99,2022-12-31
I&M,2022,P2,35023.83,2022-12-31
I&M,2022,P3,89732.15,2022-12-31
I&M,2022,P4,30682.86,2022-12-31
I&M,2022,P5,62493.37,2022-12-31
I&M,2022,P6,57921.65,2022-12-31
I&M,2022,P7,40545.15,2022-12-31
I&M,2022,L1,1489674.9,2022-12-31
I&M,2022,D1,1725159.96,2022-12-31
I&M,2022,R1,13.32,2022-12-31
I&M,2022,C1,18.0,2022-12-31
I&M,2023,A1,2449011.27,2023-12-31
I&M,2023,A2,2139636.24,2023-12-31
I&M,2023,E1,309375.03,2023-12-31
I&M,2023,P1,110014.66,2023-12-31
I&M,2023,P2,45348.82,2023-12-31
I&M,2023,P3,64665.84,2023-12-31
I&M,2023,P4,20685.77,2023-12-31
I&M,2023,P5,45256.48,2023-12-31
I&M,2023,P6,40095.13,2023-12-31
I&M,2023,P7,28066.59,2023-12-31
I&M,2023,L1,1288134.8,2023-12-31
I&M,2023,D1,1958828.31,2023-12-31
I&M,2023,R1,17.92,2023-12-31
I&M,2023,C1,21.21,2023-12-31
I&M,2024,A1,2597935.05,2024-12-31
I&M,2024,A2,2290401.78,2024-12-31
I&M,2024,E1,307533.27,2024-12-31
I&M,2024,P1,132859.04,2024-12-31
I&M,2024,P2,71560.87,2024-12-31
I&M,2024,P3,61298.17,2024-12-31
I&M,2024,P4,30179.3,2024-12-31
I&M,2024,P5,50008.89,2024-12-31
I&M,2024,P6,41468.58,2024-12-31
I&M,2024,P7,29028.01,2024-12-31
I&M,2024,L1,1397056.9,2024-12-31
I&M,2024,D1,2142103.13,2024-12-31
I&M,2024,R1,12.86,2024-12-31
I&M,2024,C1,18.91,2024-12-31
I&M,2025,A1,2738972.54,2025-12-31
I&M,2025,A2,2346827.83,2025-12-31
I&M,2025,E1,392144.71,2025-12-31
I&M,2025,P1,189893.56,2025-12-31
I&M,2025,P2,47239.88,2025-12-31
I&M,2025,P3,142653.67,2025-12-31
I&M,2025,P4,53036.74,2025-12-31
I&M,2025,P5,95904.43,2025-12-31
I&M,2025,P6,99785.98,2025-12-31
I&M,2025,P7,69850.18,2025-12-31
I&M,2025,L1,1602369.29,2025-12-31
