transaction_id,timestamp,channel,category,amount_kes,county,is_fraudulent
EQK001456,2025-01-27 07:55:00,Equity Mobile,Deposit,35601.02,Nairobi,False
EQK001457,2025-01-17 06:42:00,Agency Banking,Withdrawal,88115.56,Nakuru,False
EQK001458,2025-03-04 16:07:00,ATM,Withdrawal,181622.01,Nairobi,False
EQK001459,2025-03-07 04:17:00,ATM,Peer-to-Peer,7525.72,Kajiado,False
EQK001460,2025-02-19 13:37:00,EazzyPay,Peer-to-Peer,53058.54,Nairobi,False
EQK001461,2025-04-06 20:05:00,Equitel,Deposit,115781.43,Nakuru,False
EQK001462,2025-03-30 08:55:00,ATM,Utility Bill,7027.8,Kiambu,False
EQK001463,2025-02-26 20:53:00,ATM,Peer-to-Peer,34839.01,Kisumu,False
EQK001464,2025-02-22 08:59:00,ATM,Merchant Payment,45722.58,Nakuru,False
EQK001465,2025-01-25 05:20:00,Agency Banking,Merchant Payment,126785.84,Kiambu,False
EQK001466,2025-04-16 15:38:00,Equitel,Withdrawal,194718.12,Mombasa,False
EQK001467,2025-04-20 17:44:00,Agency Banking,Retail,3084.8,Kajiado,False
EQK001468,2025-03-12 19:06:00,ATM,Withdrawal,116072.98,Kiambu,False
EQK001469,2025-04-11 22:56:00,ATM,Deposit,72305.15,Uasin Gishu,False
EQK001470,2025-01-04 23:22:00,ATM,Utility Bill,5328.54,Uasin Gishu,False
EQK001471,2025-05-18 16:21:00,Visa Card,Deposit,74976.96,Nairobi,False
EQK001472,2025-03-30 21:56:00,Agency Banking,Retail,1359.98,Nairobi,False
EQK001473,2025-01-13 02:01:00,Visa Card,Deposit,208697.23,Nairobi,False
EQK001474,2025-05-07 16:12:00,Visa Card,Retail,11769.2,Nairobi,False
EQK001475,2025-02-27 19:33:00,Equity Mobile,Utility Bill,23191.9,Nairobi,False
EQK001476,2025-02-23 16:47:00,Equity Mobile,Deposit,181666.49,Nairobi,True
EQK001477,2025-02-17 15:45:00,Visa Card,Utility Bill,18141.17,Nairobi,False
EQK001478,2025-01-13 14:43:00,EazzyPay,Utility Bill,4233.18,Nairobi,False
EQK001479,2025-01-08 07:21:00,Visa Card,Peer-to-Peer,35564.0,Nairobi,False
EQK001480,2025-01-31 20:26:00,EazzyPay,Retail,5454.82,Nakuru,False
EQK001481,2025-05-12 03:25:00,Agency Banking,Retail,14342.25,Kisumu,False
EQK001482,2025-01-23 15:21:00,Equity Mobile,Deposit,43006.71,Nairobi,False
EQK001483,2025-05-13 15:06:00,ATM,Retail,4559.09,Nairobi,False
EQK001484,2025-01-10 08:12:00,ATM,Deposit,156314.59,Nairobi,False
EQK001485,2025-01-16 20:39:00,Agency Banking,Merchant Payment,11805.9,Nairobi,False
EQK001486,2025-02-08 05:01:00,ATM,Deposit,54469.05,Kiambu,False
EQK001487,2025-04-20 11:16:00,Equity Mobile,Deposit,116455.28,Nairobi,False
EQK001488,2025-04-12 02:36:00,Agency Banking,Peer-to-Peer,53277.8,Nairobi,False
EQK001489,2025-03-25 09:28:00,Equitel,Retail,3652.99,Nairobi,False
EQK001490,2025-02-16 06:26:00,Visa Card,Withdrawal,91479.93,Mombasa,False
EQK001491,2025-01-02 04:56:00,EazzyPay,Utility Bill,2878.59,Kisumu,False
EQK001492,2025-02-04 10:47:00,EazzyPay,Peer-to-Peer,60451.15,Nakuru,False
EQK001493,2025-02-17 02:28:00,ATM,Merchant Payment,87141.43,Nairobi,False
EQK001494,2025-05-13 22:54:00,Visa Card,Utility Bill,12285.98,Kajiado,False
EQK001495,2025-01-30 01:04:00,Equity Mobile,Retail,2050.34,Kiambu,False
EQK001496,2025-03-26 14:19:00,EazzyPay,Merchant Payment,133972.9,Nairobi,False
EQK001497,2025-02-02 03:39:00,EazzyPay,Peer-to-Peer,31206.41,Kisumu,False
EQK001498,2025-03-06 11:15:00,Visa Card,Deposit,178541.19,Nairobi,False
EQK001499,2025-03-03 20:15:00,Visa Card,Peer-to-Peer,14537.07,Nairobi,False
EQK001500,2025-03-01 23:26:00,Visa Card,Merchant Payment,89549.88,Uasin Gishu,False
EQK001501,2025-01-06 15:17:00,EazzyPay,Deposit,66468.14,Nairobi,False
EQK001502,2025-03-03 09:55:00,ATM,Withdrawal,227455.74,Kiambu,False
EQK001503,2025-04-28 01:38:00,Equity Mobile,Retail,11722.07,Uasin Gishu,False
EQK001504,2025-05-02 06:57:00,EazzyPay,Withdrawal,62321.41,Kisumu,False
EQK001505,2025-03-22 04:37:00,Equitel,Retail,13860.79,Mombasa,False
EQK001506,2025-04-25 15:56:00,Equity Mobile,Withdrawal,97224.39,Nairobi,False
EQK001507,2025-03-22 03:44:00,ATM,Withdrawal,172405.1,Nairobi,False
EQK001508,2025-03-08 04:02:00,Visa Card,Withdrawal,151147.96,Uasin Gishu,False
EQK001509,2025-03-29 16:39:00,Equitel,Utility Bill,4171.88,Nairobi,False
EQK001510,2025-04-30 02:48:00,Equity Mobile,Withdrawal,50953.48,Nairobi,False
EQK001511,2025-01-10 14:52:00,Equitel,Utility Bill,22650.93,Kisumu,False
EQK001512,2025-01-06 20:08:00,Equitel,Merchant Payment,66375.01,Nairobi,False
EQK001513,2025-02-13 00:59:00,Visa Card,Withdrawal,144856.21,Kiambu,False
EQK001514,2025-01-26 21:20:00,Agency Banking,Utility Bill,23753.28,Nairobi,False
EQK001515,2025-02-19 22:12:00,EazzyPay,Merchant Payment,78943.31,Uasin Gishu,False
EQK001516,2025-05-11 00:25:00,EazzyPay,Peer-to-Peer,43921.67,Nairobi,False
EQK001517,2025-01-03 18:39:00,Agency Banking,Merchant Payment,29512.04,Mombasa,False
EQK001518,2025-05-15 20:51:00,Agency Banking,Peer-to-Peer,91170.66,Kiambu,False
EQK001519,2025-03-17 16:45:00,Equitel,Withdrawal,36085.08,Nairobi,False
EQK001520,2025-05-08 07:57:00,Equity Mobile,Utility Bill,12972.42,Nairobi,False
EQK001521,2025-04-10 10:43:00,Visa Card,Withdrawal,116119.8,Nakuru,False
EQK001522,2025-04-20 04:57:00,Agency Banking,Retail,8841.55,Nairobi,False
EQK001523,2025-03-16 02:43:00,Visa Card,Withdrawal,186817.47,Kiambu,False
EQK001524,2025-03-14 02:07:00,Visa Card,Merchant Payment,114907.95,Kiambu,False
EQK001525,2025-02-11 21:13:00,Equity Mobile,Retail,14025.3,Nairobi,False
EQK001526,2025-05-02 11:02:00,Agency Banking,Deposit,68103.02,Nairobi,False
EQK001527,2025-01-16 08:56:00,Equity Mobile,Retail,528.01,Nakuru,False
EQK001528,2025-05-23 01:10:00,ATM,Deposit,189102.34,Nairobi,False
EQK001529,2025-04-23 10:33:00,EazzyPay,Withdrawal,105922.86,Uasin Gishu,False
EQK001530,2025-02-09 13:38:00,Agency Banking,Withdrawal,103157.02,Nairobi,False
EQK001531,2025-05-17 19:44:00,EazzyPay,Merchant Payment,24790.42,Nakuru,False
EQK001532,2025-02-01 00:16:00,EazzyPay,Retail,11563.48,Kiambu,False
EQK001533,2025-01-09 19:37:00,Agency Banking,Retail,14043.53,Nairobi,False
EQK001534,2025-03-06 13:08:00,Visa Card,Merchant Payment,117132.01,Nairobi,False
EQK001535,2025-05-15 09:12:00,Agency Banking,Utility Bill,13806.15,Nairobi,False
EQK001536,2025-03-13 09:36:00,Agency Banking,Retail,7175.6,Nairobi,False
EQK001537,2025-04-06 09:20:00,Visa Card,Deposit,50404.12,Mombasa,False
EQK001538,2025-01-18 11:56:00,EazzyPay,Utility Bill,10824.28,Kisumu,False
EQK001539,2025-04-16 21:52:00,Agency Banking,Deposit,39663.87,Uasin Gishu,False
EQK001540,2025-03-05 15:50:00,Equitel,Deposit,74215.89,Nakuru,False
EQK001541,2025-03-06 20:16:00,EazzyPay,Peer-to-Peer,777.88,Nairobi,False
EQK001542,2025-05-20 06:45:00,Visa Card,Withdrawal,20553.27,Kiambu,False
EQK001543,2025-04-11 00:40:00,Visa Card,Merchant Payment,244603.04,Nakuru,False
EQK001544,2025-02-06 07:38:00,Equity Mobile,Withdrawal,44471.41,Nairobi,False
EQK001545,2025-03-24 05:31:00,Visa Card,Utility Bill,7279.0,Mombasa,False
EQK001546,2025-02-02 23:01:00,Visa Card,Retail,12422.98,Kiambu,False
EQK001547,2025-02-09 18:15:00,Equity Mobile,Utility Bill,7695.19,Nairobi,False
EQK001548,2025-02-17 11:13:00,Equitel,Peer-to-Peer,71918.8,Nakuru,False
EQK001549,2025-05-17 08:12:00,Equity Mobile,Merchant Payment,104162.77,Mombasa,False
EQK001550,2025-05-02 05:02:00,Equitel,Retail,503.49,Nairobi,False
EQK001551,2025-02-25 22:16:00,Visa Card,Peer-to-Peer,47206.86,Nairobi,False
EQK001552,2025-04-18 16:59:00,ATM,Utility Bill,8311.26,Kiambu,False
EQK001553,2025-04-07 02:15:00,Agency Banking,Utility Bill,24988.12,Uasin Gishu,False
EQK001554,2025-04-18 00:32:00,Equitel,Merchant Payment,76574.02,Nairobi,False
EQK001555,2025-02-14 15:38:00,Equity Mobile,Deposit,234707.81,Nairobi,False
EQK001556,2025-04-26 12:55:00,Agency Banking,Withdrawal,34564.66,Kisumu,False
EQK001557,2025-04-21 18:46:00,Equitel,Merchant Payment,199491.62,Mombasa,False
EQK001558,2025-02-10 19:18:00,Equity Mobile,Utility Bill,14696.55,Mombasa,False
EQK001559,2025-01-28 20:44:00,Equitel,Utility Bill,18991.02,Nairobi,False
EQK001560,2025-02-28 01:14:00,EazzyPay,Withdrawal,210894.65,Mombasa,False
EQK001561,2025-01-31 22:18:00,Agency Banking,Merchant Payment,166618.08,Mombasa,False
EQK001562,2025-04-28 15:34:00,Visa Card,Deposit,20830.76,Kiambu,False
EQK001563,2025-04-21 05:59:00,EazzyPay,Retail,2637.49,Nakuru,False
EQK001564,2025-04-14 06:54:00,Agency Banking,Utility Bill,5227.69,Kiambu,False
EQK001565,2025-03-14 05:16:00,ATM,Merchant Payment,14438.47,Uasin Gishu,False
EQK001566,2025-02-15 01:10:00,ATM,Deposit,140492.14,Mombasa,False
EQK001567,2025-05-18 07:38:00,Agency Banking,Utility Bill,1823.0,Nakuru,False
EQK001568,2025-03-05 01:44:00,EazzyPay,Utility Bill,9274.89,Kisumu,False
EQK001569,2025-01-30 12:07:00,Visa Card,Withdrawal,248313.29,Nairobi,False
EQK001570,2025-04-05 07:42:00,ATM,Deposit,58801.34,Nairobi,False
EQK001571,2025-01-04 15:12:00,Agency Banking,Peer-to-Peer,90386.35,Mombasa,False
EQK001572,2025-02-03 12:47:00,Visa Card,Utility Bill,22954.09,Kiambu,False
EQK001573,2025-02-22 17:07:00,ATM,Withdrawal,163803.66,Nakuru,False
EQK001574,2025-03-07 02:46:00,ATM,Withdrawal,202035.36,Kiambu,False
EQK001575,2025-03-27 18:54:00,Agency Banking,Utility Bill,11611.7,Nairobi,False
EQK001576,2025-03-21 14:23:00,Visa Card,Deposit,153465.51,Nakuru,False
EQK001577,2025-04-25 16:15:00,Agency Banking,Merchant Payment,122214.96,Kajiado,False
EQK001578,2025-03-15 16:48:00,EazzyPay,Merchant Payment,42867.13,Kajiado,False
EQK001579,2025-05-21 22:56:00,Visa Card,Deposit,121143.89,Nairobi,False
EQK001580,2025-03-08 01:32:00,Visa Card,Retail,8562.76,Nairobi,False
EQK001581,2025-05-01 13:01:00,EazzyPay,Utility Bill,18928.2,Kisumu,False
EQK001582,2025-01-27 01:32:00,Visa Card,Peer-to-Peer,7389.54,Uasin Gishu,False
EQK001583,2025-02-25 05:40:00,Agency Banking,Utility Bill,6576.05,Kiambu,False
EQK001584,2025-01-04 23:19:00,Visa Card,Utility Bill,7911.49,Kisumu,False
EQK001585,2025-05-21 19:13:00,Agency Banking,Utility Bill,13462.72,Kisumu,False
EQK001586,2025-01-18 06:14:00,Equity Mobile,Deposit,124154.84,Mombasa,False
EQK001587,2025-05-24 21:15:00,ATM,Retail,2401.26,Mombasa,False
EQK001588,2025-05-20 18:47:00,Visa Card,Peer-to-Peer,3461.67,Nakuru,False
EQK001589,2025-03-07 07:21:00,EazzyPay,Utility Bill,1508.61,Nairobi,False
EQK001590,2025-04-04 14:50:00,Equity Mobile,Utility Bill,17551.26,Mombasa,False
EQK001591,2025-04-25 15:38:00,Equitel,Merchant Payment,63360.41,Kisumu,False
EQK001592,2025-02-04 18:46:00,Agency Banking,Retail,2475.39,Kiambu,False
EQK001593,2025-01-08 19:47:00,Equity Mobile,Peer-to-Peer,74388.5,Kajiado,False
EQK001594,2025-01-23 18:49:00,ATM,Peer-to-Peer,17292.78,Nairobi,False
EQK001595,2025-03-13 10:15:00,Equity Mobile,Withdrawal,126801.39,Kisumu,False
EQK001596,2025-01-07 01:29:00,Equity Mobile,Deposit,196231.38,Kiambu,False
EQK001597,2025-01-29 17:14:00,Equitel,Peer-to-Peer,23904.95,Kisumu,False
EQK001598,2025-04-27 01:40:00,EazzyPay,Peer-to-Peer,60762.22,Mombasa,False
EQK001599,2025-02-06 07:26:00,ATM,Peer-to-Peer,79977.91,Kiambu,False
EQK001600,2025-04-30 00:24:00,ATM,Merchant Payment,69153.77,Kiambu,False
EQK001601,2025-01-06 08:19:00,Equitel,Withdrawal,25708.0,Uasin Gishu,False
EQK001602,2025-03-26 00:23:00,Equity Mobile,Merchant Payment,101319.51,Kisumu,False
EQK001603,2025-02-25 21:45:00,ATM,Peer-to-Peer,27179.19,Nairobi,False
EQK001604,2025-02-14 00:10:00,Visa Card,Merchant Payment,11451.21,Mombasa,False
EQK001605,2025-05-20 09:18:00,Equity Mobile,Utility Bill,3127.19,Kisumu,False
EQK001606,2025-04-26 16:41:00,Equity Mobile,Retail,12105.96,Kiambu,False
EQK001607,2025-03-22 19:24:00,Equity Mobile,Retail,2067.79,Mombasa,False
EQK001608,2025-02-23 22:10:00,Visa Card,Peer-to-Peer,31727.98,Nakuru,False
EQK001609,2025-04-09 22:35:00,EazzyPay,Merchant Payment,39436.08,Nairobi,False
EQK001610,2025-05-19 23:02:00,Visa Card,Deposit,20330.34,Nakuru,True
EQK001611,2025-02-20 11:30:00,Equity Mobile,Utility Bill,11017.29,Nairobi,False
EQK001612,2025-02-17 16:52:00,ATM,Utility Bill,14312.65,Nairobi,False
EQK001613,2025-03-18 21:52:00,EazzyPay,Deposit,238949.72,Nairobi,False
EQK001614,2025-04-13 00:31:00,EazzyPay,Merchant Payment,218243.92,Nakuru,False
EQK001615,2025-01-30 01:18:00,Agency Banking,Retail,4125.82,Mombasa,False
EQK001616,2025-01-30 05:57:00,Visa Card,Retail,2559.89,Nakuru,False
EQK001617,2025-04-08 15:23:00,Visa Card,Utility Bill,1192.76,Mombasa,False
EQK001618,2025-02-24 19:58:00,Visa Card,Retail,6814.82,Nairobi,False
EQK001619,2025-01-26 07:37:00,Visa Card,Merchant Payment,185637.8,Kiambu,False
EQK001620,2025-02-04 07:32:00,EazzyPay,Deposit,95680.05,Uasin Gishu,False
EQK001621,2025-02-07 15:59:00,Equity Mobile,Merchant Payment,242679.42,Kiambu,False
EQK001622,2025-04-18 02:42:00,ATM,Deposit,14203.42,Nairobi,False
EQK001623,2025-01-02 16:34:00,Equitel,Deposit,215658.94,Kisumu,False
EQK001624,2025-05-06 20:20:00,Equity Mobile,Merchant Payment,142707.64,Nairobi,False
EQK001625,2025-04-27 17:20:00,Agency Banking,Merchant Payment,212027.65,Nairobi,False
EQK001626,2025-02-07 11:56:00,ATM,Peer-to-Peer,64536.48,Nairobi,False
EQK001627,2025-05-04 21:42:00,Equitel,Retail,12008.9,Uasin Gishu,False
EQK001628,2025-03-09 23:35:00,Agency Banking,Withdrawal,174751.46,Nairobi,False
EQK001629,2025-04-01 05:34:00,Visa Card,Peer-to-Peer,60142.49,Nairobi,False
EQK001630,2025-02-07 19:58:00,ATM,Utility Bill,10033.32,Nairobi,False
EQK001631,2025-03-21 13:10:00,Equity Mobile,Utility Bill,16839.19,Nakuru,False
EQK001632,2025-01-26 10:35:00,Equity Mobile,Utility Bill,19229.48,Kisumu,False
EQK001633,2025-05-16 06:26:00,EazzyPay,Deposit,119519.44,Kajiado,False
EQK001634,2025-03-28 18:44:00,EazzyPay,Utility Bill,20546.06,Mombasa,False
EQK001635,2025-04-12 08:44:00,EazzyPay,Withdrawal,115782.04,Nairobi,False
EQK001636,2025-02-23 02:54:00,EazzyPay,Peer-to-Peer,52451.36,Kiambu,False
EQK001637,2025-03-24 18:53:00,ATM,Utility Bill,8071.57,Nairobi,False
EQK001638,2025-01-07 22:42:00,Equity Mobile,Deposit,152024.94,Nairobi,False
EQK001639,2025-02-11 12:25:00,Equitel,Utility Bill,1613.9,Uasin Gishu,False
EQK001640,2025-01-03 14:57:00,Equitel,Withdrawal,116178.26,Kiambu,False
EQK001641,2025-03-09 18:53:00,EazzyPay,Retail,5111.14,Uasin Gishu,False
EQK001642,2025-02-24 20:15:00,EazzyPay,Utility Bill,5011.18,Nakuru,False
EQK001643,2025-03-06 04:55:00,EazzyPay,Merchant Payment,215460.3,Nairobi,False
EQK001644,2025-05-23 05:26:00,Visa Card,Merchant Payment,108635.55,Mombasa,False
EQK001645,2025-05-11 11:26:00,Equity Mobile,Deposit,8664.99,Nakuru,False
EQK001646,2025-05-23 17:51:00,Equity Mobile,Deposit,107532.3,Nairobi,False
EQK001647,2025-04-29 04:59:00,Visa Card,Merchant Payment,153509.89,Nakuru,False
EQK001648,2025-05-09 02:20:00,EazzyPay,Deposit,53604.67,Nairobi,False
EQK001649,2025-03-03 22:26:00,ATM,Merchant Payment,127962.6,Nairobi,False
EQK001650,2025-04-02 17:19:00,ATM,Utility Bill,23582.71,Kiambu,False
EQK001651,2025-05-17 14:12:00,Visa Card,Utility Bill,9242.09,Mombasa,False
EQK001652,2025-01-21 23:45:00,ATM,Merchant Payment,225557.74,Nairobi,False
EQK001653,2025-03-12 07:08:00,Equitel,Retail,10329.09,Mombasa,False
EQK001654,2025-04-27 05:34:00,Agency Banking,Deposit,194415.3,Kiambu,False
EQK001655,2025-05-14 12:58:00,Visa Card,Merchant Payment,46784.44,Nakuru,False
EQK001656,2025-03-13 12:41:00,Equitel,Retail,10088.91,Kisumu,False
EQK001657,2025-04-08 10:30:00,Visa Card,Deposit,187331.38,Kisumu,False
EQK001658,2025-03-04 18:26:00,EazzyPay,Withdrawal,148936.25,Uasin Gishu,False
EQK001659,2025-01-28 03:51:00,Equitel,Retail,7714.84,Nairobi,False
EQK001660,2025-01-15 06:57:00,EazzyPay,Deposit,131775.35,Nairobi,False
EQK001661,2025-04-11 15:04:00,Equitel,Merchant Payment,239900.46,Mombasa,False
EQK001662,2025-02-16 10:00:00,Equitel,Withdrawal,121778.78,Nairobi,False
EQK001663,2025-03-27 17:21:00,EazzyPay,Merchant Payment,212072.62,Kajiado,False
EQK001664,2025-05-03 09:46:00,EazzyPay,Merchant Payment,96208.78,Kisumu,False
EQK001665,2025-01-24 13:25:00,Equitel,Utility Bill,18525.86,Kiambu,False
EQK001666,2025-01-27 08:06:00,Equitel,Deposit,176441.92,Nairobi,False
EQK001667,2025-01-27 23:28:00,EazzyPay,Merchant Payment,56464.33,Nakuru,False
EQK001668,2025-03-25 11:38:00,Visa Card,Retail,715.6,Nairobi,False
EQK001669,2025-04-22 21:33:00,Visa Card,Retail,12777.47,Nairobi,False
EQK001670,2025-03-01 09:01:00,Equitel,Peer-to-Peer,19382.2,Kisumu,False
EQK001671,2025-01-12 22:27:00,Visa Card,Retail,2428.48,Nairobi,False
EQK001672,2025-01-17 06:47:00,Visa Card,Withdrawal,208360.98,Nairobi,False
EQK001673,2025-04-01 08:37:00,Equitel,Utility Bill,22549.2,Nairobi,False
EQK001674,2025-01-25 03:03:00,Equitel,Deposit,82940.28,Nairobi,False
EQK001675,2025-01-10 23:33:00,Equity Mobile,Merchant Payment,183107.14,Kiambu,False
EQK001676,2025-03-12 08:15:00,Equity Mobile,Utility Bill,19157.26,Kiambu,False
EQK001677,2025-01-13 23:10:00,Agency Banking,Peer-to-Peer,49258.61,Nairobi,False
EQK001678,2025-04-07 09:31:00,Equity Mobile,Peer-to-Peer,1943.88,Uasin Gishu,False
EQK001679,2025-02-11 09:09:00,Agency Banking,Withdrawal,71932.93,Uasin Gishu,False
EQK001680,2025-05-05 13:18:00,Equity Mobile,Withdrawal,177763.96,Nairobi,False
EQK001681,2025-04-14 12:48:00,ATM,Merchant Payment,158064.15,Kiambu,False
EQK001682,2025-05-10 15:53:00,Equity Mobile,Withdrawal,1543.84,Kisumu,False
EQK001683,2025-01-15 14:15:00,Agency Banking,Withdrawal,111184.86,Mombasa,False
EQK001684,2025-05-11 08:10:00,ATM,Retail,10205.3,Kiambu,False
EQK001685,2025-02-28 20:09:00,Visa Card,Withdrawal,196876.48,Nairobi,False
EQK001686,2025-05-09 20:41:00,EazzyPay,Utility Bill,10803.7,Nairobi,False
EQK001687,2025-04-23 21:25:00,Equity Mobile,Deposit,131895.83,Kisumu,False
EQK001688,2025-04-08 11:50:00,Agency Banking,Deposit,135305.45,Uasin Gishu,False
EQK001689,2025-01-25 02:34:00,Visa Card,Withdrawal,176699.33,Kiambu,False
EQK001690,2025-04-27 07:19:00,Equitel,Utility Bill,4233.29,Mombasa,False
EQK001691,2025-05-17 15:25:00,Visa Card,Retail,871.67,Kisumu,False
EQK001692,2025-04-27 18:13:00,Equity Mobile,Peer-to-Peer,96170.51,Kiambu,False
EQK001693,2025-01-09 14:06:00,Visa Card,Deposit,163068.83,Mombasa,False
EQK001694,2025-05-09 16:50:00,Equity Mobile,Deposit,25194.01,Nairobi,False
EQK001695,2025-05-10 14:13:00,Equitel,Withdrawal,94366.17,Kiambu,False
EQK001696,2025-01-05 16:53:00,Agency Banking,Peer-to-Peer,60650.35,Kisumu,False
EQK001697,2025-01-17 09:27:00,EazzyPay,Utility Bill,1928.44,Uasin Gishu,False
EQK001698,2025-03-21 17:57:00,Equitel,Retail,14858.85,Nakuru,False
EQK001699,2025-05-11 18:44:00,Agency Banking,Peer-to-Peer,10113.16,Kisumu,False
EQK001700,2025-04-03 02:51:00,Visa Card,Merchant Payment,128899.52,Nakuru,False
EQK001701,2025-03-09 00:01:00,Equity Mobile,Deposit,64967.55,Nairobi,False
EQK001702,2025-03-29 15:43:00,EazzyPay,Retail,1459.45,Nairobi,False
EQK001703,2025-02-26 18:23:00,EazzyPay,Utility Bill,19956.83,Nakuru,False
EQK001704,2025-01-05 08:43:00,Equity Mobile,Withdrawal,39251.02,Nairobi,False
EQK001705,2025-01-25 17:50:00,Agency Banking,Merchant Payment,27490.71,Mombasa,False
EQK001706,2025-05-22 14:15:00,Equitel,Deposit,169954.32,Nairobi,False
EQK001707,2025-04-24 02:22:00,Equitel,Retail,8867.62,Kisumu,False
EQK001708,2025-02-24 02:07:00,ATM,Withdrawal,48818.46,Kisumu,False
EQK001709,2025-04-16 03:31:00,Equity Mobile,Utility Bill,6827.24,Nairobi,False
EQK001710,2025-03-16 16:01:00,ATM,Peer-to-Peer,5907.57,Kisumu,False
EQK001711,2025-03-16 19:27:00,EazzyPay,Peer-to-Peer,94588.53,Kisumu,False
EQK001712,2025-02-11 13:33:00,Agency Banking,Utility Bill,8561.34,Kiambu,False
EQK001713,2025-05-07 10:29:00,Equitel,Utility Bill,14845.83,Nakuru,False
EQK001714,2025-03-22 21:42:00,ATM,Retail,10191.23,Nakuru,False
EQK001715,2025-05-03 19:35:00,Agency Banking,Deposit,142764.47,Nakuru,False
EQK001716,2025-03-05 11:57:00,Visa Card,Merchant Payment,33550.9,Kiambu,False
EQK001717,2025-03-11 04:50:00,ATM,Retail,3036.72,Kiambu,False
EQK001718,2025-03-13 14:50:00,Equity Mobile,Peer-to-Peer,89085.48,Kiambu,False
EQK001719,2025-03-22 09:18:00,ATM,Utility Bill,16395.77,Kisumu,False
EQK001720,2025-04-17 19:57:00,Equity Mobile,Deposit,240102.83,Nairobi,False
EQK001721,2025-01-29 09:12:00,Equitel,Merchant Payment,226811.34,Mombasa,False
EQK001722,2025-05-10 03:00:00,EazzyPay,Retail,12551.34,Nairobi,False
EQK001723,2025-02-08 18:44:00,Equitel,Merchant Payment,22321.68,Nairobi,False
EQK001724,2025-01-30 11:19:00,Agency Banking,Peer-to-Peer,96846.28,Kisumu,False
EQK001725,2025-04-30 08:33:00,EazzyPay,Retail,1084.03,Nairobi,False
EQK001726,2025-01-08 00:17:00,Equity Mobile,Withdrawal,135297.7,Kisumu,False
EQK001727,2025-03-15 03:32:00,Equity Mobile,Utility Bill,18223.49,Uasin Gishu,False
EQK001728,2025-05-05 21:14:00,Equity Mobile,Utility Bill,6313.84,Nairobi,False
EQK001729,2025-04-23 20:03:00,Agency Banking,Peer-to-Peer,96358.6,Mombasa,False
EQK001730,2025-02-03 03:18:00,EazzyPay,Deposit,55018.86,Nairobi,False
EQK001731,2025-01-09 12:22:00,Visa Card,Merchant Payment,118088.5,Uasin Gishu,False
EQK001732,2025-01-23 07:48:00,Equity Mobile,Retail,11149.79,Mombasa,False
EQK001733,2025-01-15 18:23:00,Agency Banking,Deposit,206741.02,Nakuru,False
EQK001734,2025-05-24 19:23:00,Visa Card,Retail,14555.1,Nairobi,False
EQK001735,2025-05-11 09:49:00,EazzyPay,Peer-to-Peer,21027.67,Nairobi,False
EQK001736,2025-02-13 12:23:00,Agency Banking,Retail,8167.68,Uasin Gishu,False
EQK001737,2025-04-10 20:46:00,Agency Banking,Peer-to-Peer,64660.63,Nairobi,False
EQK001738,2025-05-14 08:00:00,Agency Banking,Utility Bill,13200.33,Mombasa,False
EQK001739,2025-03-16 02:41:00,Visa Card,Deposit,141236.33,Nairobi,False
EQK001740,2025-03-31 23:31:00,Equitel,Utility Bill,3917.22,Nairobi,False
EQK001741,2025-03-19 04:54:00,EazzyPay,Utility Bill,4839.11,Nairobi,False
EQK001742,2025-04-15 20:15:00,Agency Banking,Peer-to-Peer,36846.44,Mombasa,False
EQK001743,2025-05-19 14:28:00,Equitel,Withdrawal,239823.6,Nairobi,False
EQK001744,2025-04-20 11:02:00,Equitel,Deposit,133955.18,Nairobi,False
EQK001745,2025-04-22 14:57:00,EazzyPay,Merchant Payment,173673.26,Kisumu,False
EQK001746,2025-04-05 10:53:00,Equity Mobile,Retail,946.41,Nakuru,False
EQK001747,2025-03-31 07:23:00,ATM,Deposit,229806.79,Nakuru,False
EQK001748,2025-04-18 15:03:00,Equity Mobile,Retail,3235.75,Kiambu,False
EQK001749,2025-01-05 17:23:00,Equitel,Merchant Payment,155620.31,Uasin Gishu,False
EQK001750,2025-03-23 13:04:00,Visa Card,Peer-to-Peer,25678.84,Nairobi,False
EQK001751,2025-02-23 20:11:00,Agency Banking,Utility Bill,16867.13,Nairobi,False
EQK001752,2025-04-23 16:47:00,Equity Mobile,Utility Bill,11306.05,Mombasa,False
EQK001753,2025-02-19 22:05:00,Agency Banking,Deposit,74881.12,Uasin Gishu,False
EQK001754,2025-04-21 09:26:00,EazzyPay,Retail,2103.5,Kiambu,False
EQK001755,2025-04-11 10:21:00,Equitel,Peer-to-Peer,2029.91,Kiambu,False
EQK001756,2025-02-07 10:52:00,Equity Mobile,Peer-to-Peer,36173.85,Kisumu,False
EQK001757,2025-02-08 06:29:00,Equity Mobile,Retail,5806.95,Uasin Gishu,False
EQK001758,2025-01-30 18:07:00,EazzyPay,Peer-to-Peer,61270.11,Mombasa,False
EQK001759,2025-02-24 11:26:00,Equity Mobile,Deposit,159496.05,Kisumu,False
EQK001760,2025-01-13 15:43:00,ATM,Withdrawal,109632.64,Nairobi,False
EQK001761,2025-01-07 17:45:00,Equitel,Peer-to-Peer,69453.26,Kisumu,False
EQK001762,2025-02-01 06:19:00,Equitel,Utility Bill,11568.44,Nakuru,False
EQK001763,2025-03-07 07:52:00,ATM,Utility Bill,2016.04,Nairobi,False
